cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,iq1,iq2,iq3,iq4,iq5,iq6,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq28,bq34,bq36,bq41_1,bq41_2,bq41_3,knowcode,cq47__1,cq47__2,cq47__3,cq48___1,cq49__1,cq49__2,cq49__3,cq49__4,cq49__5,cq50_1___1,cq50_1___3,cq50_2___1,cq50_2___3,cq50_3___1,cq50_3___3,cq50_4___1,cq50_4___3,cq50_5___1,cq50_5___3,cq50_6___1,cq50_6___3,cq50_7___1,cq50_7___3,cq50_8___1,cq50_8___3,bq1__1,bq1__2,bq1__3,bq1__4,bq1__5,bq1__6,bq1__7,bq1__8,bq1__9,bq1__10,bq1__11,bq1__12,bq1__13,bq1__14,bq1__15,bq1__16,bq1__17,bq1__18,bq1__19,bq1__20,bq2__1,bq2__2,bq2__3,bq2__4,bq2__5,bq2__6,bq3__1,bq3__2,bq3__3,bq3__4,bq3__5,bq3__6,bq4___1,bq5___1,bq5_1__1,bq5_1__2,bq5_1__3,bq5_1__4,bq5_1__5,bq5_1__6,bq6__1,bq6__2,bq6__3,bq6__4,bq6__5,bq6__6,bq6__7,bq7__1,bq7__2,bq7__3,bq7__4,bq7__5,bq7__6,bq7__7,bq13__1,bq13__2,bq13__3,bq14___1,bq15__1,bq15__2,bq15__3,bq15__4,bq16___1,bq17__1,bq17__2,bq17__3,bq18__1,bq18__2,bq18__3,bq19__1,bq19__2,bq19__3,bq25___1,bq25___3,bq25_1___1,bq26_1__1,bq26_1__2,bq26_1__3,bq26_1a__1,bq26_1a__2,bq26_1a__3,bq26_2__1,bq26_2__2,bq26_2__3,bq26_2a__1,bq26_2a__2,bq26_2a__3,bq26_3__1,bq26_3__2,bq26_3__3,bq26_3a__1,bq26_3a__2,bq26_3a__3,bq26_4__1,bq26_4__2,bq26_4__3,bq26_4a__1,bq26_4a__2,bq26_4a__3,bq27___1,bq35___1,bq37__1,bq37__2,bq37__3,bq37__4,bq37__5,bq37__6,bq38___1,bq39___1,bq38_cat
5,1,5,4,2,5,5,5,4,4,4,3,3,5,3,2,3,1,1,1,1,1,1,1,1,2,1,1,4,3,1,1,2,2,1,3,4,3,3,2,2,3,4,3,3,3,2,2,3,2,2,2,4,3,2,3,3,3,3,3,3,3,3,3,70,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,29,2880,1680,0,615203,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
4,3,5,5,2,4,2,3,3,2,3,2,2,5,3,1,3,2,2,2,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,4,2,3,3,4,1,3,2,1,2,4,4,3,3,3,3,5,1,1,4,4,3,3,0,0,3,3,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,58,7500,5000,0,140201,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
5,3,5,4,4,5,4,4,4,4,3,3,3,2,5,4,3,5,3,4,2,1,1,1,2,3,3,2,3,3,2,3,2,2,5,5,4,3,5,1,4,4,4,2,1,1,3,3,2,2,3,5,4,4,3,5,4,3,3,4,4,4,4,2,90,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,40,3200,3000,0,140207,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
4,1,4,4,4,5,5,3,4,2,5,4,2,5,4,1,3,1,2,1,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,1,1,1,4,1,5,2,5,1,5,4,3,3,2,3,4,2,5,4,4,4,5,2,4,3,4,5,4,3,90,1,0,0,1,0,0,0,0,0,0,0,0,1,5,2,35,3800,2400,0,416104,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
4,4,4,4,5,3,3,3,3,2,2,2,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,2,2,1,2,3,3,3,1,3,1,3,1,1,2,2,3,2,3,2,2,4,4,4,2,2,3,3,4,4,4,3,3,100,1,0,0,1,0,0,0,0,1,0,0,0,0,2,4,58,9000,8000,0,13204,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1
5,2,5,5,5,5,4,3,3,3,3,2,2,5,5,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,2,1,2,3,3,3,1,3,3,3,3,1,2,1,1,1,3,3,3,4,3,3,4,4,4,3,3,3,3,3,4,80,1,1,0,1,0,0,0,0,1,0,0,0,0,3,3,57,0,0,8000,22103,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,5
4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,3,3,2,4,2,1,1,1,2,2,2,4,2,1,4,2,2,3,4,4,4,2,4,4,4,3,3,4,2,3,4,4,4,4,4,4,2,2,2,3,1,2,1,1,4,3,1,65,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,37,4800,3960,0,155306,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1
3,1,2,1,1,2,2,1,1,1,1,3,3,4,1,2,5,4,3,3,4,3,3,2,1,4,4,3,2,4,2,4,3,5,4,2,1,1,1,3,4,5,1,2,5,4,5,3,1,2,3,2,4,4,3,4,3,3,4,3,3,4,4,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,33,3800,2500,0,851201,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1
4,4,5,3,4,5,4,4,3,1,4,3,2,5,1,1,5,3,1,1,3,1,3,1,1,1,4,4,4,2,1,2,1,5,1,3,3,3,2,3,4,4,2,4,3,3,4,4,5,4,3,3,4,4,3,4,4,2,2,2,4,4,4,4,85,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,50,3200,2200,0,863201,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
5,4,4,1,1,5,4,4,4,4,4,4,4,5,1,1,4,2,2,1,1,4,1,1,1,1,1,3,2,4,2,2,2,3,1,2,1,1,5,1,2,2,4,3,1,1,3,3,3,3,4,3,3,4,4,4,4,2,4,4,4,5,4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,60,0,0,3600,531201,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
5,1,2,1,1,2,3,3,2,2,2,3,3,5,2,3,5,4,4,3,3,1,1,2,1,1,3,2,2,4,1,5,1,3,4,2,2,2,2,2,3,3,3,1,3,3,3,3,1,1,2,3,4,3,2,3,2,3,3,3,3,3,3,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,3,3,49,6000,3500,0,816103,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1
5,2,5,5,5,4,4,4,3,3,3,2,2,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,4,4,4,3,4,4,3,3,4,1,3,4,4,3,4,3,3,5,5,5,4,4,4,5,0,5,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,3,48,0,0,5500,221401,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5
5,2,4,4,5,4,4,3,3,3,3,3,2,4,5,3,2,2,4,1,3,1,1,2,1,1,1,1,4,2,2,2,2,4,2,2,3,2,2,1,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,95,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,35,4500,2800,0,122103,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
5,2,1,5,1,3,5,5,5,5,1,2,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,2,1,1,5,4,5,5,5,5,5,3,1,2,1,5,5,3,5,1,3,5,4,1,5,5,3,0,0,0,5,5,90,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,39,0,0,4000,133205,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,5
4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,2,4,1,3,1,4,4,4,3,1,4,4,4,3,3,3,5,2,2,3,4,4,5,5,3,4,5,3,3,4,5,5,4,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,54,3800,3000,0,13701,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1
5,5,5,5,4,4,5,5,4,5,4,4,4,5,5,5,5,4,4,3,2,3,3,1,1,1,1,1,4,2,2,3,1,2,1,2,5,4,5,4,4,4,5,4,3,4,3,4,3,4,4,4,4,2,2,4,3,3,2,0,3,3,3,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,66,5000,2800,0,412001,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1
5,5,5,5,5,3,4,2,2,2,3,4,3,5,3,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,2,1,2,3,3,2,1,4,1,5,2,1,4,4,3,3,2,3,1,4,3,3,3,4,4,3,3,4,4,4,4,98,1,0,0,1,0,0,0,0,1,0,0,0,0,3,5,43,6500,3000,0,131101,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
3,2,4,4,3,5,4,4,4,4,4,4,3,5,2,5,5,5,2,5,5,3,3,1,3,2,2,5,2,2,2,3,2,3,3,4,4,4,3,2,4,2,4,2,3,4,3,4,4,3,2,2,4,1,1,3,3,1,2,2,3,4,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,4,53,0,0,1300,416105,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
4,3,4,4,3,4,3,4,2,1,3,3,3,5,2,1,4,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,2,3,2,2,3,2,3,2,3,1,2,3,2,3,5,4,4,4,3,3,4,4,3,2,2,3,3,3,2,90,1,0,0,1,0,0,0,0,1,0,0,0,0,4,4,30,2400,2000,0,231401,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1
5,4,5,4,3,4,3,3,3,3,3,4,2,4,4,5,2,2,3,2,1,1,1,1,1,1,1,1,2,4,1,3,1,3,1,3,4,5,3,2,3,3,3,3,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,70,1,1,0,0,0,0,0,1,0,0,0,1,0,3,2,51,0,0,7000,414502,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
5,2,5,3,4,4,3,4,3,3,2,3,2,5,2,2,3,5,1,1,5,2,4,1,1,5,5,5,2,3,3,5,5,5,5,3,3,2,3,3,5,4,3,2,1,3,3,4,3,4,2,3,4,3,3,4,5,3,2,2,3,3,3,4,90,1,0,0,1,0,0,0,0,1,0,0,0,0,1,4,35,4000,3600,0,306701,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
2,3,2,3,2,4,4,4,2,2,3,3,2,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,5,1,4,4,3,2,1,4,4,2,2,4,3,4,5,5,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,80,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,34,3300,2300,0,511401,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
3,1,2,1,1,3,2,2,2,5,4,1,1,5,1,3,3,4,4,3,1,1,1,1,1,4,4,2,1,5,2,1,1,2,2,4,3,3,5,2,4,4,4,3,2,1,5,4,1,4,4,4,4,3,3,4,5,4,4,4,3,4,4,5,100,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,26,2400,1800,0,871101,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
5,1,5,5,5,5,3,5,5,2,3,5,5,5,2,1,4,5,1,1,5,1,2,1,4,1,5,5,3,3,1,1,1,2,5,3,4,5,2,1,5,4,4,1,1,5,4,2,1,4,3,4,3,1,1,4,4,2,2,2,2,3,2,1,100,1,0,0,1,0,0,0,0,1,1,0,0,0,3,4,28,3000,2800,0,140205,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
4,1,4,1,1,4,2,1,1,2,2,3,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,3,5,5,3,2,3,2,1,2,1,2,1,1,1,4,3,1,2,3,2,2,2,1,2,2,2,2,2,3,3,2,4,100,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2,37,2500,2200,0,872301,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
4,2,5,3,2,4,3,5,2,3,2,2,4,5,2,1,4,4,1,1,2,2,1,2,1,1,2,1,5,1,1,1,2,3,1,3,3,2,2,3,3,2,3,2,1,2,1,1,1,2,1,3,4,3,3,4,2,2,4,0,0,0,4,3,92,1,0,0,0,0,1,0,0,0,1,0,0,0,3,3,47,1440,1200,0,29101,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3
5,3,4,5,5,5,5,4,4,5,5,4,3,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,4,2,2,5,1,4,4,5,5,4,2,4,4,4,3,1,5,3,5,4,2,4,2,3,5,5,5,2,4,3,4,5,5,4,4,4,70,1,0,0,1,0,0,0,0,0,1,0,0,0,4,2,40,10000,8000,0,621101,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
4,3,4,4,4,4,4,3,4,3,3,3,2,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,4,1,3,3,4,4,3,3,3,4,2,3,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,2,100,1,0,0,1,0,0,0,0,1,0,0,0,0,2,3,41,3800,2800,0,14301,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
